ID,TARGET
52341,116
53000,117
7389,3
49815,148
65461,58
24642,11
52226,116
14250,26
8367,18
15235,125
67873,60
52324,116
57228,123
42961,95
48730,108
55956,124
29652,65
33197,77
64691,113
7991,4
38062,84
17889,56
50757,112
35140,86
6685,12
68250,97
63890,37
33335,74
68307,147
61793,0
58538,15
1572,3
1362,0
58591,1
68305,118
7578,16
10185,22
49841,101
7153,53
41139,91
64672,143
15749,34
54009,118
11822,6
23070,2
64950,149
65368,61
20357,97
33948,75
42009,93
28050,57
41891,93
12453,27
39830,95
24722,54
52483,9
63665,37
36912,100
12741,28
19100,42
22318,56
3186,7
15791,35
53360,41
19420,44
39136,78
666,1
49483,109
59588,132
67747,129
55906,124
43244,96
20032,44
43715,6
61380,136
9111,29
19542,41
55167,127
20352,121
38866,57
3678,8
43641,102
44983,58
31969,71
53079,117
66624,150
44002,101
2690,5
4995,3
63371,140
16277,36
36824,77
361,0
3018,20
44680,107
32515,70
38580,85
62621,113
61117,131
51312,124
46327,96
48143,58
67560,147
38740,78
67828,34
11026,24
50918,49
61030,135
26238,58
7898,22
542,1
7862,6
33699,67
3496,28
43604,96
2489,20
17255,56
21487,47
48002,106
40896,90
33770,75
44555,87
38337,85
3714,8
42663,95
30049,69
22919,8
33015,81
3630,27
25180,48
46341,99
65691,144
21885,57
48515,124
58702,37
4447,51
49997,111
60916,131
36456,81
50200,7
63875,40
44143,84
15794,35
66198,59
35254,48
53788,119
28371,7
12578,29
42197,93
25589,60
29509,100
67161,56
52664,113
59320,55
63490,58
4526,10
52689,125
14594,37
50024,111
62954,139
26396,48
52757,60
42586,118
62335,39
19336,42
60947,135
25570,122
41729,92
37000,39
62651,143
2478,51
39117,83
11052,24
5082,11
25177,5
1158,2
17046,37
20153,17
63043,140
31791,60
66023,51
64718,139
9270,20
41062,96
32506,72
48814,108
10055,22
1134,2
25409,133
3662,8
43001,95
25511,58
23438,54
29239,71
61002,131
22881,49
26898,54
63917,18
25371,58
29406,122
24517,55
21623,53
42547,102
51589,48
36309,80
167,6
37721,83
48435,107
41273,48
49405,109
32210,71
52133,115
16071,30
67010,58
57054,126
68162,146
59653,133
60643,128
57483,12
41080,91
59412,21
22887,12
31888,65
29650,65
15581,34
4231,12
19044,36
38912,78
58618,3
16356,37
37644,83
64646,125
64929,44
37988,84
14991,136
19201,57
39107,68
13567,30
13506,30
60350,45
52167,115
42011,22
38318,85
44616,85
23706,52
49510,63
54342,123
22546,50
16851,10
28206,10
45367,100
37659,83
65615,81
25668,56
65059,150
2492,14
44401,98
18801,41
43450,20
39001,78
26922,10
37159,66
10232,22
54810,58
63784,127
59023,135
21582,47
37120,66
33375,134
17276,38
59584,132
38022,84
64762,139
45114,100
35914,79
62328,72
59451,132
21387,100
59456,124
55708,123
43922,97
60863,135
10462,0
14352,62
16755,37
19376,42
25195,6
28299,16
3378,26
7518,51
67294,57
45014,100
15892,35
53163,117
25720,115
50199,111
1335,8
55693,123
6003,13
53919,119
33522,74
20824,46
11335,5
66162,64
42360,61
48555,107
33594,118
2833,6
13127,5
61658,116
33173,75
32658,72
13216,30
31517,71
55134,125
55249,123
16876,9
51036,2
64228,139
65055,146
22503,29
28374,60
24393,12
23820,62
5348,11
6698,14
11956,26
49403,109
12504,21
30035,74
36648,81
10404,23
40945,119
60731,130
18102,67
53950,119
49020,108
42929,95
38597,87
12869,28
27443,59
34631,76
67848,144
47161,65
59490,60
45875,101
20292,141
5666,3
22685,48
46288,58
35827,79
33214,75
55227,60
21384,39
55050,71
620,1
48297,107
46322,58
32693,72
43956,97
214,0
35091,75
32321,71
36429,77
54774,7
50037,111
50554,119
36690,73
5684,17
43329,131
63912,139
27144,60
47669,111
42348,95
50738,115
54065,123
40849,90
47610,105
6136,16
18740,115
26143,58
32608,72
9675,16
30131,65
48099,106
33055,73
19694,98
41693,92
1855,4
64728,143
62302,135
53064,55
48350,107
16568,36
44723,58
19497,82
47401,105
32499,115
1866,27
40333,89
54001,120
21515,47
10177,22
34167,75
48092,106
67875,147
1968,4
32749,72
18179,40
50931,119
27707,61
16170,36
41219,91
48856,108
34904,77
58544,130
42349,86
13094,29
7292,16
57669,128
60161,133
51659,114
12462,27
36807,81
38016,84
40705,90
58602,122
5933,54
53963,51
64982,126
50603,119
10590,52
33389,74
24355,54
2341,5
36871,81
10596,20
58090,60
33120,73
51155,118
55934,124
10272,2
23529,28
4711,21
9389,20
24181,23
20430,45
34231,76
62226,138
67105,149
33346,74
45074,53
44635,127
19056,97
60955,135
55687,123
4165,9
32378,71
2516,30
34759,122
15912,35
56389,115
10870,24
8670,30
42500,94
36734,81
46302,70
63662,141
2067,4
10037,21
15653,129
39410,79
10575,23
56433,115
25421,57
32462,72
57882,123
54539,121
53115,115
21969,48
1215,2
59417,132
59779,132
14010,31
12759,28
171,0
30231,57
54754,120
26512,64
41144,91
57107,51
8400,25
25846,60
4579,19
23373,51
12034,26
48262,76
31749,2
47150,104
63967,118
19863,64
41197,91
68219,45
19625,43
40044,88
13532,0
490,4
10627,23
40813,90
39780,88
59857,133
44707,79
19122,42
51775,115
953,25
55625,123
55524,123
57986,131
6458,29
38562,85
52299,116
56699,126
14854,37
62527,68
34408,76
38954,57
34292,76
34313,76
4109,3
3809,8
62114,74
18276,45
43725,133
32933,73
1740,25
60009,133
64312,124
5671,53
14941,33
19002,63
24092,51
56961,126
1053,2
11300,19
23886,8
32083,71
28072,30
3402,7
12720,26
51096,103
34103,86
16685,32
37429,83
40470,89
42765,100
65529,56
61356,120
19800,44
34202,76
6226,16
25506,61
40588,90
35963,79
29163,124
6345,14
61383,53
61305,52
60946,135
67119,132
54069,120
21775,5
37281,82
57313,127
58197,1
60772,135
4311,9
21463,138
42810,95
961,2
36515,79
43985,2
44089,97
52867,117
25840,57
15755,35
36222,80
51520,114
38665,85
32843,72
15598,58
51985,48
63472,71
20351,45
37844,84
44938,58
23242,5
34481,76
50964,8
33767,75
13778,59
49963,111
32329,71
31594,70
63323,140
41102,91
55677,123
41635,92
57854,7
11882,10
15431,100
20598,45
48487,107
18240,45
32704,80
63097,10
62795,139
52397,116
39346,87
65705,108
26626,57
52034,115
22392,54
12880,28
8771,2
20654,45
7007,52
13768,30
66328,49
2274,5
38352,17
1121,10
4888,10
38033,84
30578,67
64338,43
38450,85
17640,39
67992,151
22222,49
52332,116
15761,35
45016,100
39516,87
22328,1
39210,80
5882,25
52336,116
43382,96
20319,45
34314,76
14299,31
36789,81
15503,34
43339,65
13993,31
30859,68
63074,62
54723,124
19291,57
10823,24
28464,52
19580,43
29267,65
5591,12
51042,62
26624,57
60728,135
18862,41
30289,67
50114,111
33591,74
64948,36
17569,39
21310,137
46063,58
12502,27
15141,81
34209,76
9584,21
38530,85
26556,60
28580,3
20414,37
47216,79
16669,37
26069,50
22621,13
49745,111
36837,73
32002,74
30553,67
66229,147
62265,130
30874,68
1956,27
7311,27
5537,12
5487,12
19819,57
17252,142
2509,5
23575,0
19363,32
21891,25
10916,24
13442,2
3805,6
19757,53
49147,109
45544,121
60550,129
14578,32
17902,108
46369,81
57659,128
67143,145
16443,36
29471,65
50895,116
17077,37
32457,124
28883,112
22541,52
15855,35
67051,61
27277,113
10317,0
37030,36
17122,114
50118,111
7205,19
36701,68
54934,99
63251,8
29908,66
6397,14
14206,6
19105,42
3130,6
17319,130
50723,49
7268,25
28310,26
2204,4
32683,72
66252,32
45260,100
15730,36
41753,127
16877,45
16141,37
29226,67
13968,16
13977,30
57720,128
59293,131
19945,60
65043,94
51584,114
35334,6
57221,56
59516,132
29496,122
57746,130
63208,140
54011,122
67627,82
62263,57
33648,74
3769,8
31502,65
66048,146
8058,52
47551,105
13704,30
49865,127
22479,50
32419,72
35478,78
42830,95
14248,31
25676,38
18248,119
4862,10
63500,139
7050,2
61981,36
33478,74
39578,79
58177,132
65929,97
53328,10
31869,70
1487,3
25419,57
23353,51
55426,123
58129,135
17539,38
56319,51
6750,15
58148,151
114,0
67021,133
65352,56
3085,6
36822,75
34961,77
6912,15
45194,100
5019,5
47450,105
3473,27
3997,53
38955,85
5409,8
52707,115
7629,16
56075,124
1265,49
625,21
15027,33
18348,40
7248,3
36382,80
38823,86
48264,107
65262,87
754,1
34146,77
23178,4
58514,130
14929,33
8550,19
51566,122
34946,77
20731,122
23642,114
43105,46
7401,25
44535,99
3903,8
4988,54
23985,3
24753,3
48060,109
64722,143
31992,71
32789,80
55539,123
67574,56
9353,20
39590,87
48701,114
65543,60
22053,23
10662,55
59743,132
25331,59
12854,28
25169,17
28956,78
7802,17
39556,87
36691,79
10587,16
51393,11
68089,131
64492,139
29349,65
3321,7
10657,23
16460,34
25841,65
63347,140
49123,109
56967,126
65967,58
63162,140
56024,124
41700,92
7432,16
26687,29
7104,20
18700,49
50152,111
2518,5
19690,51
11534,26
61810,28
21781,8
60861,98
50441,126
26628,35
51114,133
37517,83
31417,12
26282,59
53186,119
18854,113
14234,17
9326,20
52738,117
62664,139
8203,28
19200,48
6455,14
16527,36
39504,87
46170,84
50148,111
36748,81
2055,2
15038,33
32537,72
42788,95
17146,38
54474,48
16456,36
36634,112
32944,73
53541,131
31543,70
55696,123
37034,82
27066,72
52871,125
10714,25
41486,92
18465,59
41890,93
54935,122
57730,132
3577,29
13316,3
40700,90
58299,129
64175,138
18827,8
25329,56
29761,66
25238,56
7014,0
20763,46
60782,135
50536,115
17171,136
23786,52
26444,98
2953,6
55132,125
62334,138
3713,0
53692,53
62852,63
34046,75
31744,84
40536,90
28746,58
64026,143
67941,145
26946,51
18214,40
41313,91
29290,65
18528,63
67964,79
10139,0
64435,143
45525,18
66246,43
30567,67
48641,106
61190,131
67004,149
2985,6
36647,106
33130,73
17477,38
45633,100
969,48
4998,51
43575,107
21055,56
34824,77
61978,44
7433,16
16979,32
10449,23
2053,4
1329,49
6841,8
57539,121
15919,35
29680,121
49532,105
48169,107
9954,22
58199,129
58224,18
27149,18
24860,55
4615,50
57692,132
39008,86
49109,109
44992,103
51557,99
33479,74
6064,9
21307,59
1414,3
44123,100
61331,136
58784,130
17555,39
59530,132
9122,27
33953,77
10463,16
50544,6
41336,91
5057,11
41472,92
37304,82
45840,128
11512,51
32630,72
13785,30
53257,118
52424,116
53367,1
56941,113
52884,0
30881,68
9220,28
30925,76
19115,42
13035,28
64824,144
66375,144
50444,54
56588,63
34547,76
40641,90
43550,43
53414,118
48660,108
43623,48
53479,12
59224,131
30497,67
27096,55
65403,80
67958,148
13578,30
36388,36
24831,55
61808,125
10085,51
39214,56
39432,79
53269,118
67637,1
57235,120
54556,117
41954,93
19817,44
41424,92
55474,123
6251,27
6654,27
19495,67
39319,87
19073,42
57186,123
60324,131
1267,2
29500,65
10118,22
46873,39
20097,42
48557,68
28541,55
3507,56
860,25
53673,119
27766,14
62245,36
40942,90
42556,40
59438,50
22891,17
19983,67
24271,60
30276,67
57522,111
64139,40
43587,103
18610,44
8997,19
18978,15
32410,72
61959,132
25192,54
30399,67
31840,21
62804,84
3637,8
34890,77
10492,23
5084,11
28069,53
40557,41
33987,79
17570,39
27243,52
68175,44
57297,123
19936,44
46502,117
16409,9
66435,86
17245,38
16019,48
60311,79
41007,91
37966,84
64304,48
39616,88
16076,35
60901,131
51017,118
53286,0
67109,62
37809,84
9148,28
14769,37
15976,59
42148,93
34217,76
33060,73
64904,106
57764,21
45484,101
8809,10
42513,94
18591,75
58391,129
18509,41
49359,63
48058,106
61791,51
53885,55
38453,85
47482,105
22929,11
15078,33
34918,77
58355,129
11480,19
5911,116
44542,57
33789,75
62439,68
57029,123
15186,56
6244,14
1775,3
8376,16
16793,32
17742,39
58019,131
2175,4
1367,30
60880,61
68021,148
16449,35
37027,108
11059,24
26967,12
29345,64
56751,126
8768,19
29114,114
26079,62
3615,8
10506,29
56414,125
30435,67
1396,3
23808,20
3994,8
35362,72
6222,29
39655,88
18666,41
14611,60
42789,95
48637,50
10816,24
47415,120
38176,104
16196,35
55793,123
43108,95
11780,26
66122,60
33187,81
850,6
65928,36
9279,20
32825,72
36149,72
8282,19
58060,120
67509,150
45064,100
53354,123
39891,129
56499,62
15068,9
57515,125
62318,133
41670,92
21152,15
39980,88
1610,3
48462,104
5149,11
9663,24
5587,4
42896,118
50001,111
64792,143
7380,16
23944,29
49986,111
27734,119
62905,139
4067,9
8311,14
50335,125
17815,39
45811,44
67414,43
33486,74
55948,124
55341,122
14606,33
58277,129
40583,62
27107,50
32764,72
68007,57
14121,31
13352,17
20046,44
47485,126
12199,25
5576,0
30802,68
62909,143
65999,60
14634,45
35323,78
30590,67
5455,12
33240,73
58286,120
52558,112
64259,38
39490,79
32045,74
24478,52
53296,60
24302,54
50664,132
26731,59
24724,53
38741,78
8524,22
7204,25
41444,92
4464,8
65563,57
62882,47
42271,16
31694,71
50217,111
49393,109
26604,59
51543,114
38233,84
16116,48
17882,35
32292,84
34300,76
19842,44
36282,124
63425,140
33535,74
68198,136
49473,109
67776,73
9189,17
60829,135
47274,105
56766,1
42343,94
45154,100
31779,70
22615,59
64888,42
56377,123
54789,12
6376,17
49561,110
65118,40
45172,29
5273,9
19468,49
13821,30
62416,130
29243,120
40410,89
58902,130
57011,127
47477,111
27594,53
10820,27
4003,52
42735,99
54124,120
52935,117
24246,48
36228,124
45496,7
21136,37
62859,135
63022,116
44100,64
4606,2
52057,115
16581,35
49769,54
65909,62
2560,4
62762,58
3399,54
50834,58
27966,56
37170,82
38668,85
57607,69
40068,89
8488,18
49399,109
18280,45
59771,132
4209,9
16250,36
52708,112
22904,50
26532,15
58912,130
37961,84
12617,28
7427,21
19787,43
22999,25
6194,10
28853,64
36818,111
57342,103
34781,73
12983,28
45090,100
25970,57
604,0
8325,18
31016,76
29818,65
62641,139
60072,133
4154,5
34072,73
20583,45
20585,45
47367,105
14969,50
2597,3
55921,124
26926,51
48405,107
28502,55
28471,134
15929,35
48191,124
37742,83
40236,81
7665,17
9267,20
51667,114
40075,92
46356,9
44190,98
52996,125
22648,51
32011,71
1666,3
44818,85
17205,38
25468,52
7971,17
48415,107
65500,138
57632,128
54150,52
16579,9
3698,8
60905,61
28145,62
61371,136
8506,18
42272,93
39371,85
14332,29
50387,110
17239,32
67465,144
38617,48
67868,57
18373,48
60762,135
12817,28
41124,91
48265,107
19217,62
48398,107
327,19
41792,92
60385,45
46257,70
4291,51
551,13
55554,123
30106,66
59847,132
4651,2
10202,29
34456,76
46979,104
38948,86
10073,22
43136,95
13423,24
63754,51
65743,59
51489,0
17160,38
13056,25
35057,77
19295,131
23250,21
51238,118
23577,51
46954,80
3428,27
19458,35
30263,67
17860,39
42483,92
39798,88
7443,16
42768,95
6497,14
34472,76
21905,49
33229,55
53289,6
53129,11
66947,127
17849,108
47061,111
18741,99
48797,108
64263,136
54984,114
57076,113
27424,52
50369,110
64800,62
46402,56
65159,146
61796,71
42699,95
36960,82
6572,30
63937,137
63807,141
20488,45
60503,135
32887,73
9746,21
67125,117
32876,73
31467,69
33813,75
19344,60
31050,79
6810,54
17294,38
31085,69
31974,71
65112,96
9904,25
31998,114
42295,40
49930,126
54415,0
33605,65
21121,127
15731,35
1097,2
57350,58
6577,14
46330,33
65806,134
8536,29
15303,34
29039,71
47173,84
43995,130
42324,64
41404,92
59791,54
49225,114
54705,116
23288,19
23589,49
32216,74
54469,50
7173,63
33781,75
62660,139
26627,62
46421,125
51306,114
25247,61
27541,61
12212,20
10125,21
5994,13
21396,133
52810,62
50816,5
57958,128
25207,62
55399,123
45693,101
14082,13
57589,127
16554,36
33021,77
48457,50
61365,136
45826,101
43394,100
58903,130
13998,20
6142,2
38309,85
25025,52
47299,65
35336,48
51249,61
37219,82
54827,73
44809,103
8517,19
25966,1
27639,50
20493,45
5868,13
19691,47
27393,60
32570,72
6229,6
24420,26
36223,80
23284,23
40632,90
8516,20
23523,43
27057,59
61151,131
29424,100
14178,31
67548,137
6860,15
1040,18
65516,47
12440,27
22758,50
6236,21
53589,127
35304,56
64470,143
22387,11
42761,66
63804,135
54707,116
57712,128
8679,3
26220,8
38419,85
50203,111
31610,70
27322,52
18980,41
27218,59
10443,20
3645,8
65912,62
51462,114
42335,94
33318,74
18592,43
33401,67
1755,3
55787,123
12024,5
38259,85
47528,105
46513,62
26954,48
12396,29
64493,143
1014,2
45094,67
31663,84
38169,84
16565,36
40052,89
53683,119
60924,61
38795,54
23532,54
7836,17
2720,3
25497,56
3284,51
29446,117
27603,49
20633,39
64651,138
22776,48
57315,127
12239,27
11607,25
27920,62
12225,30
53769,119
16940,45
27612,57
2575,3
58359,129
4362,9
59149,131
29819,58
61511,138
35034,77
65373,145
2033,4
2688,5
52178,115
3622,20
64810,58
59770,132
38906,77
3055,54
21333,43
52786,117
16775,37
47327,105
31219,69
34939,122
35587,72
53178,118
36420,132
56661,125
14673,54
21126,65
7774,17
49687,110
46127,74
10243,21
58465,59
46499,81
52842,112
24051,52
39364,87
66966,130
55150,17
44325,98
52559,116
25373,56
54712,127
31510,74
65704,58
9756,21
25983,49
41962,93
45829,17
49738,105
10960,24
27836,120
39575,79
12573,27
40883,90
63924,10
54385,29
1752,3
12533,22
32265,84
36613,81
14638,39
38383,85
26667,62
17676,56
34869,77
33834,75
48335,104
4192,9
38209,84
39674,88
19450,10
64335,99
40500,90
40087,89
55388,123
11749,29
23505,53
33838,75
43508,132
62740,139
65456,102
48683,108
62277,62
36238,85
29540,13
14801,32
15697,54
16829,32
60127,117
31142,69
29904,66
15437,34
54424,130
48590,107
12833,50
3537,7
32387,71
48051,100
37784,83
5937,11
1147,20
16739,32
36985,66
41995,93
63141,140
58367,129
57574,41
36621,81
21308,118
55805,124
43931,117
46456,123
1303,2
31821,114
530,1
6473,52
42937,95
13885,30
27645,52
59205,50
56453,123
7726,26
17070,32
21634,60
16679,37
29529,66
4961,15
61270,60
40702,90
24191,49
12646,28
24575,16
64995,145
54103,120
16210,36
1768,5
50023,111
55980,124
66552,63
66827,32
52587,118
14447,32
8339,49
11556,25
43224,71
2749,4
52514,116
59405,132
58657,131
21401,54
31742,1
54889,65
64935,98
13321,29
2917,6
2468,6
57219,58
56088,124
25154,2
14153,19
4012,8
35694,79
61907,45
17675,39
30520,67
7,0
13244,20
41103,91
25090,24
57122,85
7564,26
39481,87
11840,11
9248,20
53962,53
14023,31
21076,127
63423,140
801,1
3522,6
28197,11
22100,10
32471,79
64062,143
11526,19
9524,21
16179,35
20372,43
26091,60
45119,9
10531,23
20117,44
50990,119
48069,106
68097,76
31450,116
36279,5
17620,39
54911,122
63065,140
26949,5
46333,98
29071,115
9391,4
63319,140
30195,65
18385,40
34493,76
67911,151
22494,16
12124,26
43879,33
38873,120
25692,59
66283,60
1724,17
9145,20
29741,66
18105,40
5755,28
14888,57
47964,100
17403,38
14334,31
23596,48
34782,77
66528,130
3882,2
36446,87
628,1
47701,124
21402,47
45779,101
29327,70
59617,132
47890,126
6294,22
23318,51
2754,6
23814,8
11279,25
26418,60
67147,147
13540,3
4836,50
21977,5
22119,49
34318,68
6671,2
19261,42
20499,45
5892,11
11904,26
60215,50
18519,41
861,1
45145,100
21033,66
50176,111
11199,24
15867,35
66108,57
41606,92
11185,24
46303,99
1954,4
21393,47
53932,119
7842,26
13337,29
32783,72
3958,8
38293,85
27846,60
57127,117
32335,67
35624,87
41642,92
41699,92
38310,85
1342,2
8208,18
7177,20
9784,21
35490,80
67265,115
32026,124
1658,3
40050,89
46965,120
45945,100
20254,59
7430,19
3011,21
14196,19
14305,6
61054,131
1388,3
33412,74
46094,106
31935,69
50069,111
37052,17
46618,75
10115,22
35250,43
29605,66
50210,111
26590,132
20713,47
56172,15
5341,16
7340,21
67214,101
28905,64
45671,101
38024,84
63758,38
64085,71
34985,77
28501,112
47687,111
22783,50
5636,55
49784,111
47018,104
64684,139
60699,129
32113,71
27284,48
59970,133
37319,82
30623,68
58550,119
64169,19
34726,77
38281,85
10320,22
7854,17
62504,27
6212,52
46417,99
43744,113
46894,105
13407,29
54710,122
33634,74
25291,56
60687,135
9414,20
36762,81
23661,54
31675,59
2984,29
19445,57
34289,76
67805,101
7019,51
29185,64
43916,97
10377,23
34700,119
36895,81
34367,76
51278,119
57485,8
23362,54
47211,83
22842,50
18647,53
32370,71
58290,129
52338,116
67910,142
21683,3
38094,84
29029,124
10138,16
64764,143
3776,17
12611,28
1850,19
10440,23
9141,20
17510,38
14266,31
44102,1
12195,27
27173,60
16383,36
49283,109
46481,116
52239,116
35584,79
60400,103
29070,76
65348,56
31530,61
13918,28
58910,50
23142,16
1797,3
47664,110
39785,95
64512,139
61493,126
5153,29
26465,64
33283,73
19259,140
34333,76
2885,0
64555,70
36426,50
16983,32
30310,67
4477,8
35647,79
62910,143
28554,55
38457,85
4210,9
46328,105
6638,25
66602,104
7045,2
25791,56
43791,54
53426,51
15232,37
64744,13
25710,53
27545,14
1460,3
6626,2
5941,52
59856,133
45078,100
13013,50
37480,83
949,25
41855,93
32880,73
20617,45
2689,5
47488,101
52194,115
1416,27
66241,33
50351,111
63567,40
36009,77
52973,112
1936,4
17631,36
55875,124
38175,84
42685,122
33013,81
51334,116
30455,64
38568,119
62602,143
61184,131
29687,74
6808,15
42759,95
47552,111
1519,3
7600,51
17448,35
50272,111
16494,36
41202,91
41781,92
9791,21
42286,67
32820,78
65570,132
64648,65
58570,59
33878,86
38423,85
25406,32
18180,40
12525,27
34390,76
65916,62
6273,13
30185,67
46459,83
48114,106
47893,106
12219,27
7420,19
20762,46
39025,1
13769,30
14066,26
33363,65
10394,21
47819,108
34003,69
4501,10
13263,29
32651,72
50907,114
12848,28
23093,61
34128,75
46385,44
29347,65
51216,2
43176,95
14431,37
60492,35
14697,32
1206,2
52716,115
67972,146
68017,92
30846,68
1426,18
25994,52
17495,38
48621,108
57036,117
48622,108
68170,116
24585,51
58424,129
39437,111
51432,114
23152,19
16153,35
39781,88
66228,146
53925,119
26251,60
22578,49
12243,20
29766,74
44127,99
28757,10
55168,123
20310,45
26027,54
5439,4
16539,36
47151,111
41465,92
58483,129
52565,112
8272,18
44296,55
41614,92
2838,0
38418,85
14680,32
34114,13
54507,122
4339,51
1481,27
56575,59
17463,45
2275,5
21320,128
24658,54
39909,118
47335,105
47049,81
45258,100
42459,94
34636,76
13452,29
12891,28
66923,147
21479,59
20013,44
26891,14
28898,116
5922,49
60543,131
50504,119
45266,100
38647,86
47866,108
67327,144
14158,31
53249,119
49655,111
29977,66
16489,44
8408,18
44782,119
43709,97
35010,77
34623,76
27478,61
572,3
68151,77
28829,96
10363,22
8478,18
14359,25
65748,83
59112,131
17133,38
8090,17
57985,131
18818,59
43959,56
51442,114
17475,47
63946,33
2002,27
17718,137
29301,74
1285,3
54312,120
13920,30
21847,52
8861,17
51065,113
26000,51
48439,107
40720,90
38521,85
46752,126
36969,82
60490,134
65146,116
30537,67
29283,65
49261,109
2919,21
44953,99
51600,114
44561,99
29649,64
16761,98
32936,73
16272,36
18003,37
23322,16
63627,141
11609,25
37799,83
34283,76
10817,24
47270,105
19739,43
24156,53
17588,9
61046,131
11450,25
44490,128
32465,80
10,0
23106,30
34259,76
64741,139
14674,37
11623,21
66245,57
57801,43
28335,12
49381,109
1140,2
56892,115
48448,48
32656,80
26013,37
53670,119
66489,61
50446,115
62742,143
12127,25
23559,52
22138,49
11853,26
42255,88
57936,120
22533,53
46221,104
50942,29
40835,39
60660,135
372,22
56083,124
11421,25
63918,143
4229,9
35841,107
34936,77
60050,133
46652,81
11482,25
43492,102
26198,54
39816,88
14452,37
10369,23
65686,135
47390,40
39569,87
1851,4
36756,81
10879,24
11088,24
46525,127
42013,93
66521,110
19881,66
30096,74
5305,2
2529,2
29480,65
24270,54
49270,109
32157,74
20185,114
16296,36
25110,55
44674,125
2098,4
56734,126
26502,52
3362,4
56955,123
15406,34
10646,23
45579,135
24229,25
7758,29
8990,19
33042,119
39878,64
52117,115
25159,55
44762,107
27260,53
31782,71
5473,8
11516,6
28865,76
9776,0
16181,35
57893,132
55479,123
2439,2
18467,2
57558,115
6451,14
1652,27
13950,31
29430,65
20902,117
3418,9
39139,86
63964,18
63295,140
25307,48
66817,61
59041,58
21247,47
26412,50
26657,63
9734,21
63948,78
34977,77
46338,99
41880,93
16858,37
11284,25
64849,66
6809,29
6706,14
50062,111
43534,62
13926,29
10978,24
50198,111
27245,62
34400,76
43125,95
47682,111
45793,100
51151,46
15472,34
36016,10
41131,91
60157,133
63661,124
44870,125
423,0
15031,33
19162,57
56972,58
28045,31
4056,9
42659,94
47881,106
12695,27
5987,52
67391,66
43222,106
44365,98
29085,64
66945,60
66680,148
35282,78
25833,62
45081,102
39236,87
48626,108
42223,93
24877,63
6983,29
62369,27
39976,88
48549,107
48835,108
23292,51
13111,29
41048,48
63451,141
9385,20
53024,62
18085,7
20485,45
37633,69
37307,82
40522,90
46294,99
32103,71
5921,21
63554,43
18703,63
67671,149
36268,72
52389,116
62521,138
30258,67
28761,52
44663,81
31446,78
24940,2
11828,24
45166,132
10423,23
26763,59
3806,8
28362,78
24449,29
65962,58
56747,113
45479,48
66126,70
62790,143
33550,74
55813,124
58467,84
16711,39
51211,13
44442,63
46450,113
25712,69
34199,75
12785,18
17955,39
46069,96
1875,4
30218,67
51694,114
57201,61
9455,3
55299,96
63129,50
59255,135
17144,38
16578,36
4108,8
64001,46
66847,134
54477,122
49452,109
44911,99
65554,35
23324,26
28270,54
10671,23
10235,22
51782,115
27811,21
50507,112
35344,123
30946,76
4387,16
43290,84
65633,149
19014,44
6832,52
17518,41
48980,16
25048,55
66744,145
27390,60
42552,88
34866,77
43783,97
30763,76
41437,92
866,53
40770,90
59242,131
33795,75
1500,3
54780,116
16893,45
60401,103
2224,17
40394,101
29473,65
4128,9
51196,119
12019,29
46732,127
62102,63
51418,114
15968,57
44364,98
8381,20
27685,53
42624,115
56400,127
31327,48
40772,92
28339,50
21911,22
53337,114
9066,19
64123,50
38243,107
64483,11
12430,27
30,16
25351,145
1001,9
62896,143
29630,65
20234,63
57099,126
49099,109
379,0
40725,90
20051,63
39594,87
40476,92
38737,81
6678,10
36943,82
66118,73
56207,11
19170,42
48246,107
66476,110
60792,135
640,2
39714,88
12864,4
65192,98
28941,67
63372,125
34522,76
37770,83
32941,73
61549,136
414,17
9139,26
47172,122
61704,68
19900,68
1665,3
54167,120
26975,51
38448,85
8475,18
14731,32
7650,17
32723,80
62493,138
24198,59
22075,59
45700,101
53768,119
49178,101
36809,81
67145,71
61842,97
14074,31
25773,60
44519,72
34764,77
21861,10
66797,119
7122,5
36735,35
20548,57
32818,72
8534,18
17413,38
49297,67
48860,108
53119,48
25427,59
15302,34
59863,133
58645,56
6937,49
9937,22
12561,27
24800,26
17693,39
2145,4
57057,126
19417,45
27485,54
3206,7
51623,29
13595,4
38988,81
16583,36
41582,126
20777,46
1191,146
61079,135
2671,2
61594,9
66254,103
66461,147
54869,114
64854,74
19887,47
233,0
4117,19
10087,22
66021,62
49124,109
1887,4
42165,93
66097,57
48385,63
8951,22
43060,117
63870,45
21418,137
59140,131
1750,3
41325,91
66588,53
47667,103
59414,132
13331,29
43594,102
19457,43
66532,146
53364,133
60659,60
44363,98
14550,37
50688,119
20538,37
68340,121
10534,26
13074,29
20955,108
7581,29
51736,114
58908,57
22217,3
35582,79
27223,50
46143,71
53443,118
61196,135
12190,29
40246,89
24696,51
11854,26
62364,131
15056,50
53399,58
8668,19
30869,68
33263,73
46414,81
53505,117
26236,10
65914,15
3079,6
11810,26
19748,132
15589,34
7052,0
13324,29
338,25
60335,128
30826,68
38348,85
26872,9
43491,125
66846,147
65199,57
15771,35
14213,31
65575,62
4076,5
58574,50
12639,19
19493,29
7394,28
5282,11
48530,107
4779,8
31125,77
20407,45
29066,72
29769,66
7117,5
28152,48
60429,130
5675,2
61004,131
3097,6
578,1
54481,114
50725,21
